2023-04-09,LSTM,1.0,1.0,1.0,1.0,1.0,3_th fold,twitter
2023-04-09,LSTM,1.0,1.0,1.0,1.0,1.0,2_th fold,twitter
2023-04-09,LSTM,0.7,0.0,0.0,0.0,1.0,4_th fold,twitter
2023-04-09,LSTM,0.9,0.8888888888888888,1.0,0.9411764705882353,1.0,3_th fold,twitter
2023-04-09,LSTM,1.0,1.0,1.0,1.0,1.0,5_th fold,twitter
2023-04-09,LSTM,0.7,0.625,1.0,0.7692307692307693,1.0,4_th fold,twitter
2023-04-09,LSTM,1.0,1.0,1.0,1.0,1.0,6_th fold,twitter
2023-04-09,LSTM,0.5,0.5,1.0,0.6666666666666666,1.0,5_th fold,twitter
2023-04-09,LSTM,0.3333333333333333,0.0,0.0,0.0,1.0,7_th fold,twitter
2023-04-09,LSTM,1.0,1.0,1.0,1.0,1.0,6_th fold,twitter
2023-04-09,LSTM,0.8888888888888888,0.75,1.0,0.8571428571428571,1.0,8_th fold,twitter
2023-04-09,LSTM,1.0,1.0,1.0,1.0,1.0,7_th fold,twitter
2023-04-09,LSTM,0.5555555555555556,0.0,0.0,0.0,1.0,9_th fold,twitter
2023-04-09,LSTM,1.0,1.0,1.0,1.0,1.0,8_th fold,twitter
2023-04-09,LSTM,1.0,1.0,1.0,1.0,1.0,0_th fold,twitter
2023-04-09,LSTM,1.0,1.0,1.0,1.0,1.0,9_th fold,twitter
2023-04-09,LSTM,0.8,1.0,0.5,0.6666666666666666,1.0,0_th fold,twitter
2023-04-09,LSTM,1.0,1.0,1.0,1.0,1.0,1_th fold,twitter
2023-04-09,LSTM,1.0,1.0,1.0,1.0,1.0,1_th fold,twitter
2023-04-09,LSTM,1.0,1.0,1.0,1.0,1.0,2_th fold,twitter
2023-04-09,LSTM,1.0,1.0,1.0,1.0,1.0,2_th fold,twitter
2023-04-09,LSTM,0.4,0.4,1.0,0.5714285714285715,1.0,3_th fold,twitter
2023-04-09,LSTM,0.8,0.6,1.0,0.7499999999999999,1.0,3_th fold,twitter
2023-04-09,LSTM,0.4,0.4,1.0,0.5714285714285715,1.0,4_th fold,twitter
2023-04-09,LSTM,1.0,1.0,1.0,1.0,1.0,4_th fold,twitter
2023-04-09,LSTM,0.6,1.0,0.2,0.33333333333333337,1.0,5_th fold,twitter
2023-04-09,LSTM,0.4,0.4,1.0,0.5714285714285715,1.0,5_th fold,twitter
2023-04-09,LSTM,1.0,1.0,1.0,1.0,1.0,6_th fold,twitter
2023-04-09,LSTM,0.3333333333333333,0.0,0.0,0.0,1.0,6_th fold,twitter
2023-04-09,LSTM,0.6666666666666666,0.6666666666666666,1.0,0.8,1.0,7_th fold,twitter
2023-04-09,LSTM,1.0,1.0,1.0,1.0,1.0,7_th fold,twitter
2023-04-09,LSTM,0.5555555555555556,0.5555555555555556,1.0,0.7142857142857143,1.0,8_th fold,twitter
2023-04-09,LSTM,1.0,1.0,1.0,1.0,1.0,8_th fold,twitter
2023-04-09,LSTM,0.4444444444444444,0.0,0.0,0.0,1.0,9_th fold,twitter
2023-04-09,LSTM,1.0,1.0,1.0,1.0,1.0,9_th fold,twitter
2023-04-09,LSTM,0.6,0.0,0.0,0.0,1.0,0_th fold,twitter
2023-04-09,LSTM,1.0,1.0,1.0,1.0,1.0,0_th fold,twitter
2023-04-09,LSTM,0.8,0.75,1.0,0.8571428571428571,1.0,1_th fold,twitter
2023-04-09,LSTM,1.0,1.0,1.0,1.0,1.0,1_th fold,twitter
2023-04-09,LSTM,0.8,0.75,1.0,0.8571428571428571,1.0,2_th fold,twitter
2023-04-09,LSTM,1.0,1.0,1.0,1.0,1.0,2_th fold,twitter
2023-04-09,LSTM,0.5,0.5,1.0,0.6666666666666666,1.0,3_th fold,twitter
2023-04-09,LSTM,0.5,0.5,1.0,0.6666666666666666,1.0,3_th fold,twitter
2023-04-09,LSTM,0.6,0.6,1.0,0.7499999999999999,1.0,4_th fold,twitter
2023-04-09,LSTM,1.0,1.0,1.0,1.0,1.0,4_th fold,twitter
2023-04-09,LSTM,1.0,1.0,1.0,1.0,1.0,5_th fold,twitter
2023-04-09,LSTM,0.8,0.7142857142857143,1.0,0.8333333333333333,1.0,5_th fold,twitter
